site_url,page_url,src,alt 
https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/collections-overview/anthropology-archives/collection-highlights,https://naturalhistory.si.edu/sites/default/files/styles/page_hero/public/media/image/naams4490.jpg.webp?itok=dLLlOdTe,"Pictographic map, from approximately 1925, of San Blas coast prepared by Tule Chief Igwa Nigdibippi for John P. Harrington. This map of the Caribbean coastline of Panama includes Kuna placenames as well as various drawings of persons and events."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/collections-overview/anthropology-archives/collection-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/baegn569620.png.webp?itok=Efvjt_m4,1921 photo of Meskwaki man Alfred Kiyana posing with Truman Michelson.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/collections-overview/anthropology-archives/collection-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/baegn04305a.png.webp?itok=RnTUycfE,"1924 photo of John Peabody Harrington posing with three Tule, or Kuna, people while making dictaphone recordings of Kuna language and songs."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/collections-overview/anthropology-archives/collection-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/02855600.png.webp?itok=YB9Nrgrp,Undated portrait of Reverend James Owen Dorsey.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/collections-overview/anthropology-archives/collection-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/pl86-580.png.webp?itok=UqUbdx4o,"1871 photograph of the Chiefs of the Haudenosaunee, or Six Nations of the Iroquois Confederacy. The six men are sitting in a semicircle and holding wampum belts in their laps."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/research/anthropology/collections-overview/anthropology-archives/collection-highlights,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/05030000.png.webp?itok=xZNS-eL1,"1947 photo of two Trobriand men, one weaving a fish net from pandanus fiber with shells added for weight; two pole and thatch houses in background."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/social-studies/webinar-evolution-human-diets,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/paleontology/webinar-living-and-fossil-sea-urchins,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/family-programs/webinar-natural-history-home-make-your-own-plant-press,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/paleontology/whale-evolution,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/paleontology/whale-evolution,https://naturalhistory.si.edu/sites/default/files/styles/resource_side/public/media/image/pilot-whale-silhouette-600x4101.png.webp?itok=kb8u0vAn,Pilot whale
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/221213-webinar-pandemics-wake-embracing-many-ways-knowing.jpg.webp?itok=jRawN9r8,"Embracing Many Ways of Knowing to Inform Action, text next to four circular images of a man and three women"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/221117-artists-pandemic-landscape-video-thumbnail.jpg.webp?itok=79bKDFh5,"Artists in a Pandemic Landscape, November 17, 6 to 7 PM ET, and circle images of a man and two women"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/220621-webinar-thumbnail-reimagining-greenspace-pollinators.jpg.webp?itok=tEKBZvIJ,"A balding, light-skinned man with glasses in front of a forest background"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/211117expert.jpg.webp?itok=qmLOr0My,Screenshot of presentation slide showing fossil preparator Myria Perez alongside paleontologist Kay Behrensmeyer
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/210608-migratory-seabirds-webinar-thumbnail.jpg.webp?itok=57PZhv0a,"Powerpoint slide with text, Many seabirds migrate! Plus images of a brown pelican, Audubon's shearwater, Laysan albatross, Arctic tern, Arctic skua, and a black-capped petrel."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/1rdio43wa.jpg.webp?itok=PwBjv2LX,"Exhibit Developer Jill Johnson, a light-skinned woman with glasses and shoulder-length brown hair"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/220319-webinar-thumbnail-what-fossil.jpg.webp?itok=HJ9lF-hI,Video screenshot showing a presentation slide with six numbered objects on it; one looks like a large tooth.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/211211-webinar-thumbnail-lights-camo-attraction-bioluminescence.jpg.webp?itok=toT0oH6W,"Blue bioluminescent jellyfish with caption that reads, Bioluminescence means that plants and animals are able to create their own light."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/211219hnc.jpg.webp?itok=4UicwMZz,Screenshot of PowerPoint slide with image of bioluminescent sea creature
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200612pyenson.jpg.webp?itok=i6nMrR0K,Paleontologist Nick Pyenson and host Laura Soul talk during a Zoom video webinar
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200515fossilfriday-souto.jpg.webp?itok=LvdHLP_c,"A geological timeline next to a family tree of sea urchins, with images of seven urchins placed on the tree."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200410advaitjukar-elephants.jpg.webp?itok=3WJtiXKo,Paleontologist Advait Jukar and host Maggy Benson talk during a Zoom video webinar
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/230518-hot-topic-thumbnail-chasing-tales-humans-dogs-evolution.jpg.webp?itok=BJLqqCuK,"Hot Topic, Chasing Tales: Humans, Dogs, and Evolution, featuring Angela Perri, zooarchaeologist, Texas A&M University, May 18. Next to the text is an illustration of a person carrying a spear and a dog right behind them."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/230413-video-thumbnail-tools-hippos-early-humans.jpg.webp?itok=kag_y_hI,"A man wearing a fedora and a rust-colored t-shirt, with a patchy green-and-brown landscape behind him and a body of water in the distance. A text panel next to his photo reads, ""HOT Topic - Tools, Hippos, and Early Humans at the Dawn of Technology, featuring Tom Plummer, Biological Anthropologist, Queens College, CUNY"""
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/230316-hot-topic-webinar-what-species.jpg.webp?itok=D3Bno1Lg,"A light-skinned, bearded man next to a text panel reading, HOT Topic, What is a Species? Clues from the Hominin Fossil Record"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/230502-webinar-video-thumbnail-love-bees-pollinators-connected-world.jpg.webp?itok=mgsw-7nw,"Close-up of a bee with yellow hair on its head and upper abdomen, and paler yellow and black stripes down the rest of its abdomen. Text above it reads, ""Meet the Natives"" and below it says ""Habropoda excellens, three-spotted digger bee"""
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/230308-webinar-video-thumbnail-healthy-bats-horses-humans.jpg.webp?itok=Yj2-eV53,"A bat flying in front of some trees. Text reads, Shared Planet, Shared Health: Healthy Bats, Healthy Horses, Healthy Humans"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/230412-video-thumbnail-affect-light-pollution-bird-health.jpg.webp?itok=bZZUQ_Cm,"Image of the night sky and Milky Way with a yellow glow near the horizon, above some trees. Next to the image is a text panel that reads, ""Shared Planet, Shared Health - Lights Out: The Effects of Light Pollution on Bird Health, featuring Valentina Alaasam, April 12"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/221028-webinar-thumbnail-bat-adaptations.jpg.webp?itok=-0OM5Bh9,"Text reads Spooky Collections and Spectacular Bat Adaptations, next to a photo of two women holding a tray of bat specimens"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/220512-webinar-thumbnail-tracking-health-coral-reefs.jpg.webp?itok=AckR6U7q,A large gray fish and smaller yellow fish swimming between corals in a coral reef
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/220407-webinar-thumbnail-how-do-plants-breathe.jpg.webp?itok=_4RmI9WJ,Video screenshot showing a green leaf with part of it -- an oval-shaped structure with a hole in it -- circled and enlarged
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200602-ocean-portal-emily-frost-thumbnail.jpg.webp?itok=Dk27L_MX,Screenshot of Ocean Portal Website and Emily Frost
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200526pobiner.jpg.webp?itok=vixmuijL,Paleoanthropologist Briana Pobiner talks about the Human Origins website during a Zoom video webinar
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200519-written-bone-webinar-thumbnail.jpg.webp?itok=y3et9Li2,Video frame showing the Written in Bone home page and a small screen of museum educator Nicole Webster.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/0ex1kmxxe.jpg.webp?itok=LQlGc5jZ,"Jen Kretser, a light-skinned woman with shoulder-length brown hair, sitting in front of a world map on the wall behind her"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/0fzf9jjx2.jpg.webp?itok=aCmnIDgL,"A medium-light-skinned woman with dark hair and glasses, wearing a patterned sleeveless top, sitting in front of a wall with seven small, unframed paintings on it"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/video-webinar-archives,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200804-teen-earth-optimism-food-security-webinar.jpg.webp?itok=LlVVgxYx,A medium-dark skinned woman smiling in front of a bookcase
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/hero/public/media/image/20-heroimage-2-natural-history-summer-explorations-2000x1000.jpg.webp?itok=vQICr_eV,"Two girls smiling, looking at a tablet while standing in a garden with tall shrubs."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/200518-webcutout-05.png.webp?itok=nnUJzAq7,A girl coloring in a drawing of a dinosaur.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/gossamer-worm-and-t-rex-1000x571.jpg.webp?itok=-6vUHsLm,A gossamer worm and a cast of a T. rex skull
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/vanessa-gonzalez-950x750.jpg.webp?itok=mojx2DhZ,Vanessa Gonzalez holding a laptop
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/odalys-lugo-morales-950x750.jpg.webp?itok=8szufa44,"Odalys Lugo Morales holding her hands up, gesturing at items around her in the attic of the Natural History Museum."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/marcos-caraballo-480x383.jpg.webp?itok=aGeC-0CC,Marcos Caraballo Ortiz
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/180524sciencehow-ericwenzel-jphurtadopadillajennifer-renteriasmithsonian3o0a9983-950x750.jpg.webp?itok=-zu-K9j-,Juan Pablo Hurtado Padilla sitting at a microscope.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/adelaroavaronfishes2019-1200x950.jpg.webp?itok=dvDCKHFr,A woman holding a fish specimen in front of jars of other fish specimens.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/1912111920x1080gabriela-farfanjennifer-renteriasmithsonian3o0a6837.jpg.webp?itok=qrjytiHM,"A woman holding a reddish-pink mineral while standing at a table that has many other minerals, and gems on it."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/sara-and-kylie-scarves-1024x820.jpg.webp?itok=e5BIrgkP,Two women dancing and waving scarves against a purple-pink background.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/200518-jellyfishlive-allen-collins.jpg.webp?itok=yQGu0_gs,"Zoologist Allen Collins, a light-skinned man wearing a tan baseball cap and leaning next to a fish tank."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/141008schoolprogramforensiclabjrenterianmnh3o0a3738.jpg.webp?itok=pQo4y4LC,A museum educator holds up two models of human skulls during a school program in Q?rius.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/200312science-how-karma-nanglujennifer-renteriasmithsonian3o0a8135-2000x1334.jpg.webp?itok=k3xEJT4M,Paleontologist Karma Nanglu gestures while talking during a Smithsonian Science How webcast rehearsal.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/img-2740.jpg.webp?itok=tPMIL1EZ,Ocean educator Lara Noren
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/advaitjukardsc0060.jpg.webp?itok=dkjH36KH,Advait Jukar holds a tool while standing in front of a fossil elephant skull near shelves in a collection storage area.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/pic-fossil-friday-vera-korasidis-1000x780.jpg.webp?itok=zbkYvP25,Palynologist Vera Korasidis
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/thumbnailimage002.jpg.webp?itok=LAgcFOVB,Ichthyologist Kate Bemis holding two small fish while standing on a boat in the ocean.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/img9414.jpg.webp?itok=D-hUZfny,A woman leaning on a cart that says Jellyfish Stings and Things. She is talking to two museum visitors.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/bonnie-monteleone-1024x820.jpg.webp?itok=YfmuyiWs,Bonnie Monteleone
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/natural-history-summer-explorations,https://naturalhistory.si.edu/sites/default/files/styles/gallery/public/media/image/andreacontrolvan-meaghan-cuddy.jpg.webp?itok=0hqdY8Wp,Marine Biologist Andrea Quattrini
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/life-science/webinar-deep-ocean-discovery-octopods-and-squids,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/paleontology/webinar-living-and-fossil-ostracodes,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/life-science/webinar-dna-barcoding,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/webinar-teen-earth-optimism-climate-smart-communities,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/teaching-resources/social-studies/webinar-trash-treasure-how-archaeologists-learn-about-past,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/family-programs/webinar-natural-history-home-draw-dinosaur-triceratops,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/teen-earth-optimism-webinar-thumbnail-cuddy-rodriguez.jpg.webp?itok=exgxM_cI,Juan Rodriguez and Meaghan Cuddy
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/0ex1kmxxe.jpg.webp?itok=LQlGc5jZ,"Jen Kretser, a light-skinned woman with shoulder-length brown hair, sitting in front of a world map on the wall behind her"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/0fzf9jjx2.jpg.webp?itok=aCmnIDgL,"A medium-light-skinned woman with dark hair and glasses, wearing a patterned sleeveless top, sitting in front of a wall with seven small, unframed paintings on it"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200825-teen-earth-optimism-watershed-conservation-webinar.jpg.webp?itok=vVoEB8Ud,"A waterway with tall, green marsh grass next to it and trees in the background"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200804-teen-earth-optimism-food-security-webinar.jpg.webp?itok=LlVVgxYx,A medium-dark skinned woman smiling in front of a bookcase
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200721-teenearthoptimism-cellphone-sustainability.jpg.webp?itok=lqyyGLmM,Video frame of a cellphone with labels indicating where certain raw materials in the phone originated.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200526-teen-earth-optimism-environmental-dna.jpg.webp?itok=nbxDeKYG,"Video frame showing large, still images of two fish and a smaller image of zoologist Chris Meyer."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200609rodriguez.jpg.webp?itok=wPMe6PmG,"Video screen showing a large presentation slide with the words Association of Zoos & Aquariums and three photos showing cheetah cubs, a clouded leopard cub, and a giant panda. At top right is a small video conference image of Juan Rodriguez, a man in a gray polo shirt."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200519-teenearthoptimism-frank-niepold-video-thumbnail.jpg.webp?itok=-ysst5s7,"Frank Niepold, a light-skinned man wearing glasses and a black blazer, sitting in front of an oval mirror on the wall behind him"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200512-teenearthoptimism-melanie-mcfield.jpg.webp?itok=gcv2BiBV,"Video-conference image of a smiling woman with short blonde hair, glasses and a lavender shirt"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200505-teenearthoptimism-jeremy-hoffman.jpg.webp?itok=Ho4biBlQ,"Climate scientist Jeremy Hoffman, a light-skinned, bearded man wearing headphones and white shirt, sitting in front of a bookcase with plants on it"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/education/youth-programs/teen-earth-optimism,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200428-teenearthoptimism-alexlowe-thumbnail2.jpg.webp?itok=aBCKNkVe,Video frame of a snorkler placing equipment in a bed of sea grass underwater.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/media/image/si-logo-white.png,Smithsonian Logo white
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/wysiwyg/public/media/image/monkeypox-virus-vero-e6-cells-credit-niaid-1000x666.jpg.webp?itok=DOYPGjDh,"Scanning electron microscope view of small, light blue dots on a pink cell culture."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200428-dennis-carroll-and-sabrina-sholts-predicting-pandemics.jpg.webp?itok=yYStBPt8,Pandemic expert Dennis Carroll and Curator of Biological Anthropology Sabrina Sholts.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200512-mark-honigsbaum-pandemic-past.jpg.webp?itok=hNfqgQyg,"Two images: A slide reading, The Pandemic Century - from the Spanish flu to Covid 19; and an image of Mark Honigsbaum."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200623-science-vaccines-webinar-thumbnail.jpg.webp?itok=WnggZN-W,Video screenshot of spike protein on a coronavirus next to a cell in a human body.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/1dcrfk2b6.jpg.webp?itok=fO_XH9Ku,Sabrina Sholts
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200707-vaccines-webinar-lab-shot-lynda-stuart.jpg.webp?itok=RTiCiLvG,Lynda Stuart
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/200714-webinar-thumbnail-vaccines-and-society.jpg.webp?itok=-jZvJrkL,Sharon Kaufman
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/210525covid-vacuna.jpg.webp?itok=2FiK7l-0,"Image of presentation slide illustrating how MRNA vaccines work with alongside image of presenter Alicia Hernandez, MD"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/211103-webinar-thumbnail-predicting-preventing-next-pandemic.jpg.webp?itok=RJqVn13F,A man wearing a light-colored collared shirt and a dark sport coat. Behind him is a photo background of a forest.
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/220215-webinar-thumbnail-kyle-harper-diseases-and-human-history.jpg.webp?itok=V-nYYfHj,"A man in a dark jacket, white shirt, and colorful striped tie sitting in a chair with a full bookcase behind him. He has a tan complexion, short dark hair, and is wearing a headphones with a headset microphone."
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/201201-webinar-thumbnail-hiv-activists-and-caretakers.jpg.webp?itok=NI_y9aUK,Sasha Cuttler
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/1lj54u1zf.jpg.webp?itok=aAsfbqhE,"Seble Kassaye, M.D., Associate Professor, Department of Medicine/Infectious Diseases, Georgetown University"
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/120203-aids-webinar-series-laws-and-policies.jpg.webp?itok=Q_aZGsvX,Gregorio Millet
https://naturalhistory.si.edu,https://naturalhistory.si.edu/events/after-hours-programs-adults/video-webinars-outbreak-epidemics-connected-world,https://naturalhistory.si.edu/sites/default/files/styles/square/public/media/image/211201worldaidsday.jpg.webp?itok=NX6bbIZ-,"Screenshot of webinar recording showing speakers Julio Capó, Kellan Baker, Dázon Dizon Diallo, and Pastor William Francis"
